ano,tipoProposicao,numero,ementa,verdict_ccj,clausula,aprovacao_verdict,contradiz_parecer,documento_id
2022,Projeto de Decreto Legislativo,271,Concede o Título de Cidadão Honorário de Brasília ao Sr. Antonio Carlos Ferreira.,admissivel,"nstantes do art. 3º, o PDL nº 271/2022 está em conformidade com o limite quantitativo de oito proposituras por sessão legislativa, veiculado pelo § 1º do art. 2º da Resolução nº 334/2023. Pelo exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Decreto Legislativo nº 271/2022 no âmbito da CCJ.",aprovada,nao,108895
2022,Projeto de Decreto Legislativo,272,Concede o título de Cidadã Honorária de Brasília à senhora Ivone Araújo.,admissivel_com_ressalva,"Pelo exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Decreto Legislativo nº 272/2022 no âmbito da CCJ, na forma do substitutivo anexo.",aprovada,ressalva_aprovada,121286
2022,Projeto de Decreto Legislativo,278,Concede Título de Cidadão Honorário de Brasília ao Senhor Alessandro Rodrigues Paschoall.,admissivel,"Por esses motivos, voto pela ADMISSIBILIDADE do Projeto de Decreto Legislativo nº 278/2022.",aprovada,nao,105962
2022,Projeto de Decreto Legislativo,279,Concede o Título de Cidadão Honorário de Brasília ao senhor Manoel Coelho Arruda Júnior.  ,admissivel,"Pelo exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Decreto Legislativo nº 279/2022 no âmbito desta Comissão de Constituição e Justiça.",aprovada,nao,92445
2022,Projeto de Decreto Legislativo,287,"""Concede o Título de Cidadão Honorário de Brasília à Sebastião de Carvalho Neto""",admissivel,"Pelo exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Decreto Legislativo nº 287/2022 no âmbito desta Comissão de Constituição e Justiça.",pendente,proposicao_pendente,90416
2022,Projeto de Decreto Legislativo,289,“Concede o Título de Cidadão Benemérito de Brasília a Bruno Ericky Francisco Alvim de Oliveira”,admissivel,"Em razão do exposto, e nada havendo qualquer reparo a apontar quanto aos aspectos de juridicidade, legalidade, regimentalidade, manifestamos nosso voto pela ADMISSIBILIDADE do Projeto de Decreto Legislativo nº 289/2022 no âmbito desta Comissão de Constituição e Justiça.",aprovada,nao,78715
2022,Projeto de Decreto Legislativo,293,Concede o Título de Cidadão Honorário de Brasília ao Senhor Sebastião Theodoro Gomes.,admissivel_com_ressalva,"Pelo exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Decreto Legislativo nº 293/2022 no âmbito da CCJ, na forma do substitutivo anexo.",aprovada,ressalva_aprovada,120479
2022,Projeto de Lei,2473,"Dispõe sobre o correto acondicionamento dos filtros de produtos fumígenos, pontas de cigarros ou equivalentes.",admissivel,"Portanto, a proposição reúne condições de constitucionalidade e juridicidade, motivo pelo qual nosso voto é pela admissibilidade do Projeto de Lei nº 2.473/2022.",pendente,proposicao_pendente,82109
2022,Projeto de Lei,2490,"
Institui o Programa Distrital de Conscientização da Depressão Infanto-Juvenil e dá outras providências.
",inadmissivel,"mentário, em descompasso, portanto, com o art. 8º da Lei Complementar nº 13/1996. Por todo o exposto, considerados os insanáveis óbices de ordem constitucional, jurídica e regimental apontados, resta-nos manifestar voto pela INADMISSIBILIDADE do Projeto de Lei n.º 2.490/2022.",pendente,proposicao_pendente,66838
2022,Projeto de Lei,2505,"Estabelece a Política Distrital de Fomento ao Futevôlei no Distrito Federal, denominada Lei Pró-Futevôlei.",admissivel,"Diante de todo o exposto, manifestamo-nos pela admissibilidade do Projeto de Lei nº 2505/22, no âmbito da CCJ, com a Emenda Supressiva em anexo.",pendente,proposicao_pendente,116328
2022,Projeto de Lei,2507,"Cria a Política Distrital de Atendimento e Acompanhamento de Crianças com Lipomielomeningocele, e fixa outras providências.",admissivel_com_ressalva,"Pelo exposto, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei n° 2.507/2022, na forma do substitutivo da Comissão de Assuntos Sociais.",pendente,proposicao_pendente,77546
2022,Projeto de Lei,2508,"Institui a Política Distrital destinada à Inclusão Social e Ambiental de Jovens, no âmbito do Distrito Federal.",admissivel,"Diante de todo o exposto, manifestamo-nos pela admissibilidade do Projeto de Lei nº 2508/22, no âmbito da CCJ, com uma emenda supressiva.",pendente,proposicao_pendente,79842
2022,Projeto de Lei,2521,"
Altera a Lei n. 4.060, de 18 de dezembro de 2007, que “Define sanções a serem aplicadas pela prática de maus-tratos a animais e dá outras providências”.
",admissivel,"Por todo o exposto, conclui-se pela ADMISSIBILIDADE do Projeto de Lei n° 2.521, de 2022, no âmbito desta Comissão de Constituição e Justiça, com a emenda modificativa, em anexo.",pendente,proposicao_pendente,111581
2022,Projeto de Lei,2540,Institui o Política Distrital de Educação Preventiva contra a Hanseníase e de Combate ao Preconceito no Distrito Federal.,admissivel_com_ressalva,"Pelo exposto, considerando a possibilidade de correção dos vícios identificados, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei nº 2540/2022, na forma das EMENDAS anexas.",pendente,proposicao_pendente,287587
2022,Projeto de Lei,2566,"Dispõe sobre a distância para a instalação das Faixas de Travessia de Pedestre com os Pólos Geradores de Viagens, no âmbito do Distrito Federal",inadmissivel,"parágrafo único da Constituição Federal, nos arts. 15, XXII, 53 e 337 da Lei Orgânica do Distrito Federal, bem como nos arts. 7º, I, 12, I, 21, I a III, 22, I, 90, §1º e 91 do Código de Trânsito Brasileiro, nosso voto é pela INADMISSIBILIDADE do Projeto de Lei nº 2.566/2022 e do substitutivo a ele apresentado no âmbito da CMTU.",pendente,proposicao_pendente,98029
2022,Projeto de Lei,2703,"Altera dispositivos da Lei nº 3.543, de 11 de janeiro de 2005, que “Institui o Dia do Skatista no Distrito Federal”.",admissivel,"i nº 5.543, de 11 de janeiro de 2005, como objeto de alteração, quando, na realidade, é a Lei nº 3.543, de 11 de janeiro de 2005, conforme mencionado na ementa e no caput do art. 1º. Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 2.703/2022, com o acatamento da Emenda de Redação nº 1, da CESC, no âmbito da Comissão de Constituição e Justiça.",pendente,proposicao_pendente,66791
2022,Projeto de Lei,2704,"Institui e inclui no Calendário Oficial de Eventos do Distrito Federal, o ""Dia Distrital da Lipomielomeningocele"", no âmbito do Distrito Federal.",admissivel_com_ressalva,"Diante dessas ponderações, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 2.704/2022, no âmbito da CCJ, na forma do substitutivo apresentado.",pendente,proposicao_pendente,77532
2022,Projeto de Lei,2704,"Institui e inclui no Calendário Oficial de Eventos do Distrito Federal, o ""Dia Distrital da Lipomielomeningocele"", no âmbito do Distrito Federal.",admissivel_com_ressalva,"Diante dessas ponderações, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 2.704/2022, no âmbito da CCJ, na forma do substitutivo apresentado.",pendente,proposicao_pendente,77537
2022,Projeto de Lei,2720,"Altera a Lei nº 4.949, de 15 de outubro de 2012, que estabelece normas gerais para realização de concurso público pela administração direta, autárquica e fundacional do Distrito Federal.",admissivel_com_ressalva,"III - CONCLUSÃO Pelo exposto, manifestamos voto pela ADMISSIBILIDADE constitucional e jurídica do Projeto de Lei nº 2.720/2022, na forma da subemenda em anexo.",pendente,proposicao_pendente,304058
2022,Projeto de Lei,2734,"Institui o Polo Agroecológico e Agroturístico do Lago Oeste na região conhecida como Núcleo Rural Lago Oeste, Região Administrativa de Sobradinho",admissivel,"Pelo exposto, no âmbito desta Comissão de Constituição e Justiça, votamos pela ADMISSIBILIDADE do Projeto de Lei nº 2.734 /2022.",pendente,proposicao_pendente,304088
2022,Projeto de Lei,2735,"As empresas e os estabelecimentos comerciais de vendas no varejo e atacado, que possuam serviço de atendimento ao cliente - SAC ou assemelhados iniciados pelo prefixo 0800, devem assegurar aos consumidores, a gratuidade do atendimento telefônico para efetuar reclamação, esclarecimentos de dúvidas, suspensão ou cancelamento de contratos, cadastros e de serviços ou de prestação de outros serviços, no âmbito do Distrito Federal.",admissivel_com_ressalva,"Por todo o exposto, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei n.º 2735, de 2022, na forma do substitutivo da Comissão de Defesa do Consumidor.",pendente,proposicao_pendente,294511
2022,Projeto de Lei,2746,"Estabelece a Política Distrital de Fomento ao Remo no Distrito Federal, denominada Lei Pró-Remo.",admissivel,"Diante de todo o exposto, manifestamo-nos pela ADMISSIBILIDADE do Projeto de Lei nº 2.746/2022, no âmbito da CCJ, com as emendas supressivas em anexo.",pendente,proposicao_pendente,85199
2022,Projeto de Lei,2747,Institui a Medalha do Mérito Cristão e dá outras providências.,admissivel,"Em razão do exposto, manifesta-se voto pela ADMISSIBILIDADE do Projeto de Lei nº 2.747/2022 e da Emenda Supressiva apresentada no âmbito desta Comissão de Constituição e Justiça.",aprovada,nao,111534
2022,Projeto de Lei,2747,Institui a Medalha do Mérito Cristão e dá outras providências.,inadmissivel,"Em razão do exposto, manifesta-se voto pela INADMISSIBILIDADE do Projeto de Lei nº 2.747/2022 no âmbito desta CCJ.",aprovada,sim,83302
2022,Projeto de Lei,2753,"Altera a Lei 5.216/13, que “Institui o Programa Jovem Candango”, para ampliar o limite etário para contratação de aprendizes por empresas e órgãos públicos, e dá outras providências.",admissivel,"Pelo exposto, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei n.º 2.753, de 2022, com as Emendas n.º 1 e 2 da Comissão de Assuntos Sociais e pela INADMISSIBILIDADE da Emenda n.º 3 da mesma Comissão.",aprovada,nao,78660
2022,Projeto de Lei,2765,Institui o dia 21 de maio como o “Dia Distrital da nutrição na primeira infância”.,admissivel,"Feitas essas ponderações, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 2.765/2022, no âmbito da CCJ, conforme substitutivo anexo.",pendente,proposicao_pendente,82456
2022,Projeto de Lei,2766,"Altera a Lei n° 6.269, de 19 de janeiro de 2019, que dispõe sobre o Zoneamento Ecológico e Econômico do Distrito Federal e dá outras providências.",admissivel,"CONCLUSÃO Assim, com fundamento no art. 63, inciso I, do RICLDF, manifesta-se voto pela ADMISSIBILIDADE do PL nº 2.766/2022, no âmbito desta CCJ.",pendente,proposicao_pendente,129157
2022,Projeto de Lei,2768,Dispõe sobre a veiculação de mensagens educativas de conscientização sobre proteção animal nos monitores dos vagões de metrô e ônibus do transporte público coletivo no Distrito Federal e dá outras providências.,admissivel,"III - CONCLUSÃO Dessa maneira, no âmbito desta Comissão de Constituição e Justiça, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 2.768, de 2022, com a Emenda Modificativa anexa.",pendente,proposicao_pendente,301662
2022,Projeto de Lei,2777,"Dispõe sobre a proibição de aplicação de exames e provas do Curso de Formação, em dias de guarda religiosa, no âmbito do Distrito Federal.",admissivel_com_ressalva,"Pelo exposto, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei n.° 2.777, de 2022, e das emendas da Comissão de Economia, Orçamento e Finanças, na forma do substitutivo anexo.",pendente,proposicao_pendente,93248
2022,Projeto de Lei,2777,"Dispõe sobre a proibição de aplicação de exames e provas do Curso de Formação, em dias de guarda religiosa, no âmbito do Distrito Federal.",admissivel_com_ressalva,"Pelo exposto, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei n.° 2.777, de 2022, e das emendas da Comissão de Economia, Orçamento e Finanças, na forma do substitutivo anexo.",pendente,proposicao_pendente,101178
2022,Projeto de Lei,2779,"Ratifica o protocolo de intenções firmado entre o Distrito Federal e demais Estados da Federação para a constituição do Consórcio Interestadual “BRASIL VERDE”, com o objetivo de promover o enfrentamento aos efeitos adversos da mudança do clima no Brasil.",admissivel,"Por todo o exposto, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei nº 2.779, de 2022 com a Emenda nº. 1, do Deputado Leandro Grass.",pendente,proposicao_pendente,65995
2022,Projeto de Lei,2780,Inclui no Calendário Oficial de Eventos do Distrito Federal o dia da “Maratona Monumental de Brasília”.,admissivel,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 2780/2022, no âmbito da Comissão de Constituição e Justiça, com o acolhimento do substitutivo anexo.",pendente,proposicao_pendente,106847
2022,Projeto de Lei,2817,"Estabelece a Política Distrital de Fomento a Patinação no Distrito Federal, denominada Lei Pró-Patinação.",admissivel,"Diante de todo o exposto, manifestamo-nos pela ADMISSIBILIDADE do Projeto de Lei nº 2.817/2022, no âmbito da CCJ, com a emenda supressiva nº 1 da CEOF e com a emenda supressiva em anexo.",pendente,proposicao_pendente,74911
2022,Projeto de Lei,2866,"Institui o Programa Distrital de Incentivo à Economia Circular, âmbito do Distrito Federal. ",admissivel,"III - CONCLUSÃO Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 2.866/2022, no âmbito desta Comissão de Constituição e Justiça, com as emendas modificativas em anexo.",pendente,proposicao_pendente,109536
2022,Projeto de Lei,2895,"“Reconhece o  Wheeling, Stunt ou Grau de Rua  e demais manobras de motocicletas como prática esportiva no Distrito Federal e dá outras providências.”",admissivel,"Do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 2.895/2022.",pendente,proposicao_pendente,108905
2022,Projeto de Lei,2898,"Institui o Dia do Influenciador Digital no âmbito do Distrito Federal a ser comemorado anualmente todo dezessete de maio, e dá outras providências.",admissivel_com_ressalva,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 2.898/2022, no âmbito da Comissão de Constituição e Justiça, na forma do Substitutivo apresentado.",pendente,proposicao_pendente,119585
2022,Projeto de Lei,2921,Institui e inclui no Calendário Oficial de Eventos do Distrito Federal o Dia Distrital do Motoboy.,admissivel,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 2.921/2022, no âmbito da Comissão de Constituição e Justiça.",pendente,proposicao_pendente,125677
2022,Projeto de Lei,2925,"DISPÕE SOBRE A OBRIGATORIEDADE DA FIXAÇÃO DE ADESIVOS NOS VEÍCULOS DO SISTEMA PÚBLICO DO TRANSPORTE COLETIVO STPC/DF, PARA INDICAR A LOCALIZAÇÃO DO “PONTO CEGO” AOS CICLISTAS E MOTOCICLISTAS.",admissivel,"ento nos arts. 23, inciso XII, 30, incisos I e V, e § 1º, todos da Constituição Federal; nos arts. 3º, inciso VI, 71, inciso I, 335, caput, e 342, inciso III; todos da Lei Orgânica do Distrito Federal; manifestamos voto pela ADMISSIBILIDADE constitucional e jurídica do Projeto de Lei nº 2.925, de 2022.",pendente,proposicao_pendente,335058
2022,Projeto de Lei,2927,Institui no calendário oficial de eventos do Distrito Federal a “Semana da Educação Financeira nas escolas públicas”.,admissivel,"Destarte, com fundamento no art. 63, inciso I, do RICLDF, manifesta-se voto pela ADMISSIBILIDADE do PL nº 2.927/2022, no âmbito desta CCJ.",pendente,proposicao_pendente,103254
2022,Projeto de Lei,2936,Institui e inclui no Calendário Oficial de Eventos do Distrito Federal o “Dia de Conscientização do FeLV – Vírus da Leucemia Felina” e dá outras providências.,admissivel,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 2.936/2022, no âmbito da Comissão de Constituição e Justiça, nos termos da emenda modificativa anexa.",pendente,proposicao_pendente,78598
2022,Projeto de Lei,2958,"Altera a Lei n° 6.302, de 16 de maio de 2019, que dispõe sobre a extinção da Agência de Fiscalização do Distrito Federal e a criação da Secretaria de Estado de Proteção da Ordem Urbanística do Distrito Federal - DF Legal.",admissivel_com_ressalva,"Por todo o exposto, nosso voto é pela ADMISSIBILIDADE constitucional e jurídica do Projeto de Lei nº 2.958, de 2022, na forma do substitutivo em anexo.",aprovada,ressalva_aprovada,66843
2022,Projeto de Lei,2963,"Institui a Campanha de Conscientização sobre a Cinomose Canina, no âmbito do Distrito Federal e dá outras providências.

",admissivel,"Diante de todo o exposto, manifestamo-nos pela admissibilidade do Projeto de Lei nº 2963/2022, no âmbito da CCJ.",aprovada,nao,78807
2022,Projeto de Lei,2968,Dispõe sobre o acolhimento dos dependentes no âmbito do Corpo de Bombeiros Militar do Distrito Federal e da Polícia Militar do Distrital e dá outras providências.,admissivel,"Com essas considerações, com fundamento no art. 24, incisos VIII e XV e §§ 1º e 2º, da Constituição e no art. 71 da Lei Orgânica e não havendo nenhum impedimento legal, conclui-se pela ADMISSIBILIDADE do Projeto de Lei nº 2968/2022, no âmbito desta Comissão de Constituição e Justiça - CCJ.",pendente,proposicao_pendente,288259
2022,Projeto de Lei,2968,Dispõe sobre o acolhimento dos dependentes no âmbito do Corpo de Bombeiros Militar do Distrito Federal e da Polícia Militar do Distrital e dá outras providências.,inadmissivel,"Diante do exposto, nosso voto é pela INADMISSIBILIDADE do Projeto de Lei nº 2.968 de 2022, no âmbito da Comissão de Constituição e Justiça.",pendente,proposicao_pendente,281648
2022,Projeto de Lei,3005,"Estabelece diretrizes para a criação da Política Distrital Atendimento às Pessoas com dor crônica, bem como para o sistema distrital de informações sobre o cuidado a pessoa com dor crônica.",admissivel,"CONCLUSÃO Assim, com fundamento no art. 63, inciso I, do RICLDF, manifesta-se voto pela ADMISSIBILIDADE do PL nº 3.005/2022 e das emendas n.º 1, 2 e 3, aprovadas no âmbito da CESC.",aprovada,nao,129669
2022,Projeto de Lei,3009,Institui a Semana Distrital de Prevenção de Afogamentos,admissivel,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 3.009/2022, no âmbito da Comissão de Constituição e Justiça.",pendente,proposicao_pendente,81071
2022,Projeto de Lei,3014,"Dispõe sobre a obrigatoriedade de que hospitais da rede pública e privada de saúde do Distrito Federal, forneçam por escrito a informação sobre a realização de implante metálico às pessoas nesta condição. ",sem_clausula,,pendente,parecer_sem_clausula,324917
2022,Projeto de Lei,3022,Dispõe sobre a proibição de marcação a ferro candente em animais de produção no âmbito do Distrito Federal e dá outras providências.,admissivel,"III – CONCLUSÃO Diante do exposto, no âmbito desta Comissão de Constituição e Justiça, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 3.022, de 2022.",pendente,proposicao_pendente,126782
2022,Projeto de Lei,3025,"As unidades públicas de saúde do Distrito Federal e demais instituições que recebam recurso do Sistema Único de Saúde devem manter, em suas fachadas, bandeira  do SUS, conforme padrão do Ministério da Saúde.",admissivel_com_ressalva,"exposto, com fundamento nos arts. 6º, 24, inciso XII, e 198 e seguintes, todos da Constituição Federal, bem como nos arts. 3º, inciso VI, 17, inciso X, 71, e 204, todos da Lei Orgânica do Distrito Federal, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei n.º 3025/2022, na forma do substitutivo em anexo.",pendente,proposicao_pendente,128194
2022,Projeto de Lei,3045,"Altera a Lei n° 4.077, de 28 de dezembro de 2007, que Cria o Fundo de Modernização, Manutenção e Reequipamento da Polícia Militar do Distrito Federal – FUNPM.",admissivel,"paro a ser empreendido, concluímos que o Projeto de Lei ora analisado está de acordo com a constitucionalidade, juridicidade, legalidade, regimentalidade, técnica legislativa e redação, razão pela qual se manifesta voto pela ADMISSIBILIDADE do Projeto de Lei nº 3045/2022.",pendente,proposicao_pendente,85164
2022,Projeto de Lei,3046, Institui o Dia Distrital de Conscientização sobre a doença Espondilite Anquilosante.,admissivel,"ta), o numeral 30, referente ao dia do mês, não pode ser escrito por extenso entre parêntesis, pois isso está vedado pelo inciso IV do art. 50 da Lei Complementar nº 13/1996. Diante dessas ponderações, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 3.046/2022, no âmbito da CCJ.",pendente,proposicao_pendente,79107
2022,Projeto de Lei,3050,"
Dispõe sobre a garantia de matrícula para irmãos na mesma unidade escolar da rede pública de ensino do Distrito Federal. 
",admissivel,"Com essas considerações, manifestamos voto pela ADMISSIBILIDADE CONSTITUCIONAL E JURÍDICA do Projeto de Lei nº 3.050/2022, com a emenda da CESC e a emenda de relator anexa.",aprovada,nao,98020
2022,Projeto de Lei,3061,"Dispõe sobre a obrigação do registro de reclamações apresentadas presencialmente pelos consumidores nas agências bancárias, cooperativas de crédito e correspondentes bancários, estabelecidos no Distrito Federal e dá outras providências.",admissivel_com_ressalva,"Diante do exposto, com fundamento nos arts. 24, VI e VIII, 5°, XXXII e 170, V da Constituição Federal, bem como nos arts. 71, 158, V e 264, todos da Lei Orgânica do Distrito Federal, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei n.º 3.061/2022, na forma do substitutivo anexo.",pendente,proposicao_pendente,108842
2022,Projeto de Lei,3063,"Institui a Semana de Conscientização sobre a Importância da Liberdade de Imprensa para a Democracia, a ser comemorada na primeira semana do mês de abril.",admissivel,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 3.063/2022, no âmbito da Comissão de Constituição e Justiça, nos termos do Substitutivo anexo.",aprovada,nao,103678
2022,Projeto de Lei,3066,"Institui o Dia Distrital de Luta contra a Intolerância Política e de Promoção da Tolerância Democrática, a ser celebrado anualmente no dia 09 de julho.",admissivel,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 3.066/2022, no âmbito da Comissão de Constituição e Justiça, com o acolhimento da emenda modificativa anexa.",aprovada,nao,103418
2022,Projeto de Lei,3067,"Disciplina a obrigatoriedade da divulgação, no Diário Oficial do Distrito Federal e por meio do portal da transparência, da relação das pessoas jurídicas beneficiárias de renúncias fiscais estabelecidas por atos oficiais do Poder Executivo e do valor da renúncia correspondente a cada uma delas.",inadmissivel,"Do exposto, louvando o indiscutível mérito da iniciativa, resta-nos tão somente manifestar voto pela INADMISSIBILIDADE JURÍDICA do Projeto de Lei nº 3.067/2022 e do substitutivo da Comissão de Economia, Orçamento e Finanças.",pendente,proposicao_pendente,305014
2022,Projeto de Lei,3068,"Institui a Semana Educar pela Igualdade Racial nas Escolas do Distrito Federal, a ser realizada anualmente no mês de março.",admissivel_com_ressalva,"III – CONCLUSÃO Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 3.068/2022, no âmbito da Comissão de Constituição e Justiça, na forma do Substitutivo anexo.",pendente,proposicao_pendente,298359
2022,Projeto de Lei,3069,"Dispõe sobre a prestação dos serviços públicos de iluminação pública no Distrito Federal, e dá outras providências.",admissivel_com_ressalva,"Por esses motivos, no âmbito da Comissão de Constituição e Justiça, nos manifestamos no pela ADMISSIBILIDADE ao Projeto de Lei nº 3069/2022, de autoria do Poder Executivo, na forma da Emenda Substitutiva 13 (SUBSTITUTIVO)",pendente,proposicao_pendente,79215
2022,Proposta de Emenda à Lei Orgânica,43,Altera o art. 51 da Lei Orgânica do Distrito Federal.,admissivel,"Por todo o exposto, votamos pela ADMISSIBILIDADE da Proposta de Emenda à Lei Orgânica n.º 43/2022.",pendente,proposicao_pendente,68530
2023,Projeto de Decreto Legislativo,1,"Concede, post mortem, o Título de Cidadão Honorário de Brasília ao desportista Edson Arantes do Nascimento (Pelé).",admissivel,"Pelo exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Decreto Legislativo nº 1/2023 no âmbito da CCJ.",pendente,proposicao_pendente,291900
2023,Projeto de Decreto Legislativo,11,"Concede Título de Cidadão Honorário de Brasília ao Sr. Rogério Portugal Bacellar.
",admissivel,"são legislativa, veiculado pelo § 1º do art. 2º da Resolução nº 334/2023. Consulta ao sistema PLe nos informa que foi o segundo PDL congênere apresentado pelo primeiro subscritor em 2023. Pelo exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Decreto Legislativo nº 11/2023 no âmbito da CCJ.",aprovada,nao,126805
2023,Projeto de Decreto Legislativo,12,Concede o título de cidadão honorário de Brasília ao Professor Doutor Celio da Cunha.,admissivel,"Por esses motivos, voto pela ADMISSIBILIDADE do Projeto de Decreto Legislativo nº 12/2023.",pendente,proposicao_pendente,92983
